Technique ID,Technique Name,Procedure Example,Tactic
System Information Discovery,T1426,"GolfSpy can obtain the device’s battery level, network operator, connection information, sensor information, and information about the device’s storage and memory. [26]",Unknown
System Information Discovery,T1426,"GPlayed can collect the device’s model, country, and Android version. [27]",Unknown
System Information Discovery,T1426,"Gustuff gathers information about the device, including the default SMS application, if SafetyNet is enabled, the battery level, the operating system version, and if the malware has elevated permissions. [28]",Unknown
System Information Discovery,T1426,HenBox can collect device information and can check if the device is running MIUI on a Xiaomi device. [29],Unknown
System Information Discovery,T1426,"Hornbill can collect the device ID, model, manufacturer, and Android version. It can also check available storage space and if the screen is locked. [30]",Unknown
System Information Discovery,T1426,"INSOMNIA can collect the device’s name, serial number, iOS version, total disk space, and free disk space. [31]",Unknown
System Information Discovery,T1426,"Most KeyRaider samples search to find the Apple account's username, password and device's GUID in data being transferred. [32]",Unknown
System Information Discovery,T1426,"LightSpy collects device information, including the phone number, IMEI, CPU details, screen specifications, and memory information. [33] [34] [35] [36]",Unknown
System Information Discovery,T1426,"Mandrake can access device configuration information and status, including Android version, battery level, device model, country, and SIM operator. [37]",Unknown
System Information Discovery,T1426,"Monokle queries the device for metadata such as make, model, and power levels. [38]",Unknown
System Information Discovery,T1426,"During Operation Triangulation , the threat actors collected device and user information. [39]",Unknown
System Information Discovery,T1426,"Pallas queries the device for metadata, such as device ID, OS version, and the number of cameras. [40]",Unknown
System Information Discovery,T1426,Pegasus for iOS monitors the victim for status and disables other access to the phone by other jailbreaking software. [41],Unknown
System Information Discovery,T1426,Phenakite can collect device metadata. [42],Unknown
System Information Discovery,T1426,RedDrop exfiltrates details of the victim device operating system and manufacturer. [43],Unknown
System Information Discovery,T1426,"Riltok can query various details about the device, including phone number, country, mobile operator, model, root availability, and operating system version. [44]",Unknown
System Information Discovery,T1426,"Rotexy collects information about the compromised device, including phone number, network operator, OS version, device model, and the device registration country. [45]",Unknown
System Information Discovery,T1426,RuMMS gathers device model and operating system version information and transmits it to a command and control server. [46],Unknown
System Information Discovery,T1426,S.O.V.A. can gather data about the device. [47],Unknown
System Information Discovery,T1426,"Sunbird can exfiltrate the victim device ID, model, manufacturer, and Android version. [30]",Unknown
System Information Discovery,T1426,TianySpy can gather device UDIDs. [48],Unknown
System Information Discovery,T1426,Tiktok Pro can check the device’s battery status. [49],Unknown
System Information Discovery,T1426,"TrickMo can collect device information such as network operator, model, brand, and OS version. [50]",Unknown
System Information Discovery,T1426,"ViceLeaker collects device information, including the device model and OS version. [51]",Unknown
System Information Discovery,T1426,"ViperRAT can collect system information, including brand, manufacturer, and serial number. [52]",Unknown
System Information Discovery,T1426,Windshift has included system information enumeration in the malicious apps deployed as part of Operation BULL and Operation ROCK. [53],Unknown
System Information Discovery,T1426,XLoader for Android collects the device’s Android ID and serial number. [54],Unknown
System Information Discovery,T1426,"XLoader for iOS can obtain the device’s UDID, version number, and product number. [54]",Unknown
System Information Discovery,T1426,YiSpecter has collected the device UUID. [55],Unknown
System Network Configuration Discovery (2),T1422,AbstractEmu can collect device IP address and SIM information. [3],Unknown
System Network Configuration Discovery (2),T1422,"Android/SpyAgent has collected device network information, such as the IMEI and the phone number. [4]",Unknown
System Network Configuration Discovery (2),T1422,ANDROIDOS_ANSERVER.A gathers the device IMEI and IMSI. [5],Unknown
System Network Configuration Discovery (2),T1422,AndroRAT collects the device’s location through GPS or through network settings. [6],Unknown
System Network Configuration Discovery (2),T1422,"APT-C-23 can collect the victim’s phone number, device information, IMSI, etc. [7]",Unknown
System Network Configuration Discovery (2),T1422,"Asacub can collect various pieces of device network configuration information, such as mobile network operator. [8]",Unknown
System Network Configuration Discovery (2),T1422,Binary Validator has collected the device’s phone number and IMEI. [9],Unknown
System Network Configuration Discovery (2),T1422,"BOULDSPY can collect network information, such as IP address, SIM card information, and Wi-Fi information. [10]",Unknown
System Network Configuration Discovery (2),T1422,"Bread collects the device’s IMEI, carrier, mobile country code, and mobile network code. [11]",Unknown
System Network Configuration Discovery (2),T1422,"CarbonSteal has collected device network information, including 16-bit GSM Cell Identity, 16-bit Location Area Code, Mobile Country Code (MCC), and Mobile Network Code (MNC). CarbonSteal has also called netcfg to get stats. [12]",Unknown
System Network Configuration Discovery (2),T1422,"Corona Updates can collect device network configuration information, such as Wi-Fi SSID and IMSI. [13]",Unknown
System Network Configuration Discovery (2),T1422,"DualToy collects the connected iOS device’s information including IMEI, IMSI, ICCID, serial number and phone number. [14]",Unknown
System Network Configuration Discovery (2),T1422,EventBot can gather device network information. [15],Unknown
System Network Configuration Discovery (2),T1422,"Exobot can obtain the device’s IMEI, phone number, and IP address. [16]",Unknown
System Network Configuration Discovery (2),T1422,Exodus One queries the device for its IMEI code and the phone number in order to validate the target of a new infection. [17],Unknown
System Network Configuration Discovery (2),T1422,"FakeSpy can collect device networking information, including phone number, IMEI, and IMSI. [18]",Unknown
System Network Configuration Discovery (2),T1422,FlyTrap can collect IP address and network configuration information. [19],Unknown
System Network Configuration Discovery (2),T1422,"FrozenCell has collected phone metadata such as cell location, mobile country code (MCC), and mobile network code (MNC). [20]",Unknown
System Network Configuration Discovery (2),T1422,Golden Cup can collect the device’s phone number and IMSI. [21],Unknown
System Network Configuration Discovery (2),T1422,"GPlayed can collect the device’s IMEI, phone number, and country. [22]",Unknown
System Network Configuration Discovery (2),T1422,Gustuff gathers the device IMEI to send to the command and control server. [23],Unknown
System Network Configuration Discovery (2),T1422,"Hornbill can collect a device's phone number and IMEI, and can check to see if WiFi is enabled. [24]",Unknown
System Network Configuration Discovery (2),T1422,"INSOMNIA can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [25]",Unknown
System Network Configuration Discovery (2),T1422,"LightSpy has collected device information such as IMEI, phone number, MAC address and IP address. [26]",Unknown
System Network Configuration Discovery (2),T1422,Monokle checks if the device is connected via Wi-Fi or mobile data. [27],Unknown
System Network Configuration Discovery (2),T1422,"During Operation Triangulation , the threat actors use the heartbeat beacons from the implant to obtain device information, such as the IMEI, MEID, and the serial number. [28]",Unknown
System Network Configuration Discovery (2),T1422,"Pegasus for Android checks if the device is on Wi-Fi, a cellular network, and is roaming. [29]",Unknown
System Network Configuration Discovery (2),T1422,"PJApps has the capability to collect and leak the victim's phone number, mobile device unique identifier (IMEI). [30]",Unknown
System Network Configuration Discovery (2),T1422,"RedDrop collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [31]",Unknown
System Network Configuration Discovery (2),T1422,Riltok can query the device's IMEI. [32],Unknown
System Network Configuration Discovery (2),T1422,Rotexy collects the device's IMEI and sends it to the command and control server. [33],Unknown
System Network Configuration Discovery (2),T1422,RuMMS gathers the device phone number and IMEI and transmits them to a command and control server. [34],Unknown
System Network Configuration Discovery (2),T1422,"SpyDealer harvests the device phone number, IMEI, and IMSI. [35]",Unknown
System Network Configuration Discovery (2),T1422,Stealth Mango collects and uploads information about changes in SIM card or phone numbers on the device. [36],Unknown
System Network Configuration Discovery (2),T1422,Sunbird can exfiltrate phone number and IMEI. [24],Unknown
System Network Configuration Discovery (2),T1422,Tangelo contains functionality to gather cellular IDs. [36],Unknown
System Network Configuration Discovery (2),T1422,TERRACOTTA has collected the device’s phone number and can check if the active network connection is metered. [37],Unknown
System Network Configuration Discovery (2),T1422,TianySpy can check to see if Wi-Fi is enabled. [38],Unknown
System Network Configuration Discovery (2),T1422,"TriangleDB has collected and sent information on the device’s IMEI, MEID, serial number and other device information. [28]",Unknown
System Network Configuration Discovery (2),T1422,"TrickMo can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [39]",Unknown
System Network Configuration Discovery (2),T1422,"ViperRAT can collect network configuration data from the device, including phone number, SIM operator, and network operator. [40]",Unknown
System Network Configuration Discovery (2),T1422,WolfRAT sends the device’s IMEI with each exfiltration request. [41],Unknown
System Network Configuration Discovery (2),T1422,XLoader for Android collects the device’s IMSI and ICCID. [42],Unknown
System Network Configuration Discovery (2),T1422,"XLoader for iOS can obtain the device’s IMEM, ICCID, and MEID. [42]",Unknown
System Network Configuration Discovery (2),T1422,YiSpecter has collected compromised device MAC addresses. [43],Unknown
System Network Configuration Discovery (2),T1422,Android 10 introduced changes that prevent normal applications from accessing sensitive device identifiers. [2],Unknown
System Network Configuration Discovery (2),T1422,Permissions Requests,Unknown
Internet Connection Discovery,T1422.001,AbstractEmu can collect device IP address and SIM information. [2],Unknown
Internet Connection Discovery,T1422.001,"Asacub can collect various pieces of device network configuration information, such as mobile network operator. [3]",Unknown
Internet Connection Discovery,T1422.001,"BOULDSPY can collect network information, such as IP address, SIM card information, and Wi-Fi information. [4]",Unknown
Internet Connection Discovery,T1422.001,"CarbonSteal has gathered device metadata, including model, manufacturer, SD card size, disk usage, memory, CPU, and serial number. [5]",Unknown
Internet Connection Discovery,T1422.001,"Corona Updates can collect device network configuration information, such as Wi-Fi SSID and IMSI. [6]",Unknown
Internet Connection Discovery,T1422.001,EventBot can gather device network information. [7],Unknown
Internet Connection Discovery,T1422.001,"Exobot can obtain the device’s IMEI, phone number, and IP address. [8]",Unknown
Internet Connection Discovery,T1422.001,Exodus One queries the device for its IMEI code and the phone number in order to validate the target of a new infection. [9],Unknown
Internet Connection Discovery,T1422.001,"FakeSpy can collect device networking information, including phone number, IMEI, and IMSI. [10]",Unknown
Internet Connection Discovery,T1422.001,FlyTrap can collect IP address and network configuration information. [11],Unknown
Internet Connection Discovery,T1422.001,"Hornbill can collect a device's phone number and IMEI, and can check to see if WiFi is enabled. [12]",Unknown
Internet Connection Discovery,T1422.001,"INSOMNIA can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [13]",Unknown
Internet Connection Discovery,T1422.001,Monokle checks if the device is connected via Wi-Fi or mobile data. [14],Unknown
Internet Connection Discovery,T1422.001,"Pegasus for Android checks if the device is on Wi-Fi, a cellular network, and is roaming. [15]",Unknown
Internet Connection Discovery,T1422.001,"RedDrop collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [16]",Unknown
Internet Connection Discovery,T1422.001,TERRACOTTA has collected the device’s phone number and can check if the active network connection is metered. [17],Unknown
Internet Connection Discovery,T1422.001,TianySpy can check to see if WiFi is enabled. [18],Unknown
Internet Connection Discovery,T1422.001,"TrickMo can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [19]",Unknown
Internet Connection Discovery,T1422.001,"ViperRAT can collect network configuration data from the device, including phone number, SIM operator, and network operator. [20]",Unknown
Internet Connection Discovery,T1422.001,"Ensure that traffic is encrypted to reduce adversaries’ ability to intercept, decrypt and manipulate traffic.",Unknown
Internet Connection Discovery,T1422.001,Permissions Requests,Unknown
Wi-Fi Discovery,T1422.002,"BOULDSPY can collect network information, such as IP address, SIM card information, and Wi-Fi information. [1]",Unknown
Wi-Fi Discovery,T1422.002,"Corona Updates can collect device network configuration information, such as Wi-Fi SSID and IMSI. [2]",Unknown
Wi-Fi Discovery,T1422.002,"Hornbill can collect a device's phone number and IMEI, and can check to see if Wi-Fi is enabled. [3]",Unknown
Wi-Fi Discovery,T1422.002,"INSOMNIA can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [4]",Unknown
Wi-Fi Discovery,T1422.002,"LightSpy uses the WifiList (or libWifiList ) plugin to gather Wi-Fi network information, such as the SSID, BSSID, signal strength (RSSI), channel, security type, and previously saved networks. [5] [6] [7] [8]",Unknown
Wi-Fi Discovery,T1422.002,Monokle checks if the device is connected via Wi-Fi or mobile data. [9],Unknown
Wi-Fi Discovery,T1422.002,"Pegasus for Android checks if the device is on Wi-Fi, a cellular network, and is roaming. [10]",Unknown
Wi-Fi Discovery,T1422.002,"RedDrop collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [11]",Unknown
Wi-Fi Discovery,T1422.002,TianySpy can check to see if Wi-Fi is enabled. [12],Unknown
Wi-Fi Discovery,T1422.002,"TrickMo can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [13]",Unknown
Wi-Fi Discovery,T1422.002,Android 10 introduced changes that prevent normal applications from accessing sensitive device identifiers. [14],Unknown
Wi-Fi Discovery,T1422.002,Permissions Requests,Unknown
System Network Connections Discovery,T1421,"During C0033 , PROMETHIUM used StrongPity to collect information regarding available Wi-Fi networks. [1]",Unknown
System Network Connections Discovery,T1421,Exodus Two collects a list of nearby base stations. [2],Unknown
System Network Connections Discovery,T1421,FakeSpy can collect the device’s network information. [3],Unknown
System Network Connections Discovery,T1421,FlexiSpy can collect a list of known Wi-Fi access points. [4],Unknown
System Network Connections Discovery,T1421,LightSpy has collected a list of cellular networks and connected Wi-Fi history using a LAN scanner based on MMLanScan. [5] [6] [7] [8] [9],Unknown
System Network Connections Discovery,T1421,Monokle can retrieve nearby cell tower and Wi-Fi network information. [10],Unknown
System Network Connections Discovery,T1421,Pallas gathers and exfiltrates data about nearby Wi-Fi access points. [11],Unknown
System Network Connections Discovery,T1421,"Pegasus for iOS monitors the connection state and tracks which types of networks the phone is connected to, potentially to determine the bandwidth and ability to send full data across the network. [12]",Unknown
System Network Connections Discovery,T1421,ViperRAT can collect the device’s cell tower information. [13],Unknown
Exploitation of Remote Services,T1428,"DressCode sets up a ""general purpose tunnel"" that can be used by an adversary to compromise enterprise networks that the mobile device is connected to. [1]",Unknown
Exploitation of Remote Services,T1428,NotCompatible has the capability to exploit systems on an enterprise network. [2],Unknown
Exploitation of Remote Services,T1428,Configuration of per-app VPN policies instead of device-wide VPN can restrict access to internal enterprise resource access via VPN to only enterprise-approved applications,Unknown
Exploitation of Remote Services,T1428,Network Communication,Unknown
Exploitation of Remote Services,T1428,Network Traffic Content,Unknown
Replication Through Removable Media,T1458,DualToy side loads malicious or risky apps to both Android and iOS devices via a USB connection. [6],Unknown
Replication Through Removable Media,T1458,WireLurker monitors for iOS devices connected via USB to an infected OSX computer and installs downloaded third-party applications or automatically generated malicious applications onto the device. [7],Unknown
Replication Through Removable Media,T1458,"Enterprise policies should prevent enabling USB debugging on Android devices unless specifically needed (e.g., if the device is used for application development).",Unknown
Replication Through Removable Media,T1458,Users should ensure bootloaders are locked to prevent arbitrary operating system code from being flashed onto the device.,Unknown
Replication Through Removable Media,T1458,Security updates often contain patches for vulnerabilities.,Unknown
Replication Through Removable Media,T1458,"iOS 11.4.1 and higher introduce USB Restricted Mode, which disables data access through the device's charging port under certain conditions (making the port only usable for power), likely preventing this technique from working. [8]",Unknown
Replication Through Removable Media,T1458,"Users should be advised not to use public charging stations or computers to charge their devices. Instead, users should be issued a charger acquired from a trustworthy source. Users should be advised not to click on device prompts to trust attached computers unless absolutely necessary.",Unknown
Replication Through Removable Media,T1458,Host Status,Unknown
Access Notifications,T1517,AbstractEmu can monitor notifications. [2],Unknown
Access Notifications,T1517,Bread can collect device notifications. [3],Unknown
Access Notifications,T1517,"During C0033 , PROMETHIUM used StrongPity to collect message notifications from 17 applications. [4]",Unknown
Access Notifications,T1517,Chameleon can register as an SMSBroadcast receiver to monitor incoming SMS messages. [5],Unknown
Access Notifications,T1517,"Corona Updates can collect messages from GSM, WhatsApp, Telegram, Facebook, and Threema by reading the application’s notification content. [6]",Unknown
Access Notifications,T1517,Escobar can monitor a device’s notifications. [7],Unknown
Access Notifications,T1517,"FlixOnline requests access to the NotificationListenerService , which can allow it to manipulate a device's notifications. [8]",Unknown
Access Notifications,T1517,FluBot can access app notifications. [9],Unknown
Access Notifications,T1517,Hornbill has monitored for SMS and WhatsApp notifications. [10],Unknown
Access Notifications,T1517,Mandrake can capture all device notifications and hide notifications from the user. [11],Unknown
Access Notifications,T1517,S.O.V.A. can silently intercept and manipulate notifications. S.O.V.A. can also inject cookies via push notifications. [12],Unknown
Access Notifications,T1517,SharkBot can intercept notifications to send to the C2 server and take advantage of the Direct Reply feature. [13],Unknown
Access Notifications,T1517,SpyC23 reads notifications from applications and connected wearables. [14] [15] [16] [17],Unknown
Access Notifications,T1517,WolfRAT can receive system notifications. [18],Unknown
Access Notifications,T1517,Application developers could be encouraged to avoid placing sensitive data in notification text.,Unknown
Access Notifications,T1517,"On Android devices with a work profile, the DevicePolicyManager.setPermittedCrossProfileNotificationListeners method can be used to manage the list of applications running within the personal profile that can access notifications generated within the work profile. This policy would not affect notifications generated by the rest of the device. The DevicePolicyManager.setApplicationHidden method can be used to disable notification access for unwanted applications, but this method would also block that entire application from running. [19]",Unknown
Access Notifications,T1517,"Users should be wary of granting applications dangerous or privacy-intrusive permissions, such as access to notifications.",Unknown
Access Notifications,T1517,Permissions Requests,Unknown
Access Notifications,T1517,System Settings,Unknown
Adversary-in-the-Middle,T1638,Most KeyRaider samples hook SSLRead and SSLWrite functions in the itunesstored process to intercept device communication with the Apple App Store. [5],Unknown
Adversary-in-the-Middle,T1638,"Monokle can install attacker-specified certificates to the device's trusted certificate store, enabling an adversary to perform adversary-in-the-middle attacks. [6]",Unknown
Adversary-in-the-Middle,T1638,S.O.V.A. has included adversary-in-the-middle capabilities. [7],Unknown
Adversary-in-the-Middle,T1638,Applications that properly encrypt network traffic may evade some forms of AiTM behavior.,Unknown
Adversary-in-the-Middle,T1638,Recent OS versions have made it more difficult for applications to register as VPN providers.,Unknown
Adversary-in-the-Middle,T1638,Protected Configuration,Unknown
Adversary-in-the-Middle,T1638,Network Connection Creation,Unknown
Adversary-in-the-Middle,T1638,Permissions Request,Unknown
Archive Collected Data,T1532,Anubis exfiltrates data encrypted (with RC4) by its ransomware module. [1],Unknown
Archive Collected Data,T1532,Asacub has encrypted C2 communications using Base64-encoded RC4. [2],Unknown
Archive Collected Data,T1532,BOULDSPY can encrypt its data before exfiltration. [3],Unknown
Archive Collected Data,T1532,BRATA has compressed data with the zlib library before exfiltration. [4],Unknown
Archive Collected Data,T1532,"During C0033 , PROMETHIUM used StrongPity to exfiltrate encrypted data to the C2 server. [5]",Unknown
Archive Collected Data,T1532,Desert Scorpion can encrypt exfiltrated data. [6],Unknown
Archive Collected Data,T1532,Exodus One encrypts data using XOR prior to exfiltration. [7],Unknown
Archive Collected Data,T1532,FrozenCell has compressed and encrypted data before exfiltration using password protected .7z archives. [8],Unknown
Archive Collected Data,T1532,Golden Cup has encrypted exfiltrated data using AES in ECB mode. [9],Unknown
Archive Collected Data,T1532,GolfSpy encrypts data using a simple XOR operation with a pre-configured key prior to exfiltration. [10],Unknown
Archive Collected Data,T1532,LightSpy collects and compresses data to be exfiltrated using SSZipArchive. [11] [12],Unknown
Archive Collected Data,T1532,Sunbird can exfiltrate collected data as a ZIP file. [13],Unknown
Archive Collected Data,T1532,Triada encrypts data prior to exfiltration. [14],Unknown
Audio Capture,T1429,AbstractEmu can grant itself microphone permissions. [4],Unknown
Audio Capture,T1429,AhRat can record audio using a device’s microphone. [5],Unknown
Audio Capture,T1429,AndroRAT gathers audio from the microphone. [6] [7],Unknown
Audio Capture,T1429,Anubis can record phone calls and audio. [8],Unknown
Audio Capture,T1429,"BOULDSPY can access a device’s microphone to record audio, as well as cell and VoIP application calls. [9]",Unknown
Audio Capture,T1429,BusyGasper can record audio. [10],Unknown
Audio Capture,T1429,"During C0033 , PROMETHIUM used StrongPity to record phone calls. [11]",Unknown
Audio Capture,T1429,CarbonSteal can remotely capture device audio. [12],Unknown
Audio Capture,T1429,Corona Updates can record MP4 files and monitor calls. [13],Unknown
Audio Capture,T1429,Dendroid can record audio and outgoing calls. [14],Unknown
Audio Capture,T1429,Desert Scorpion can record audio from phone calls and the device microphone. [15],Unknown
Audio Capture,T1429,DoubleAgent has captured audio and can record phone calls. [12],Unknown
Audio Capture,T1429,DroidJack is capable of recording device phone calls. [16],Unknown
Audio Capture,T1429,Escobar can record audio from the device’s microphone. [17],Unknown
Audio Capture,T1429,eSurv can record audio. [18],Unknown
Audio Capture,T1429,Exodus Two can record audio from the compromised device's microphone and can record call audio in 3GP format. [19],Unknown
Audio Capture,T1429,Fakecalls can turn on a device’s microphone to capture audio. [20],Unknown
Audio Capture,T1429,FinFisher uses the device microphone to record phone conversations. [21],Unknown
Audio Capture,T1429,"FlexiSpy can record both incoming and outgoing phone calls, as well as microphone audio. [22]",Unknown
Audio Capture,T1429,FrozenCell has recorded calls. [23],Unknown
Audio Capture,T1429,Golden Cup can record audio from the microphone and phone calls. [24],Unknown
Audio Capture,T1429,GoldenEagle has recorded calls and environment audio in .amr format. [12],Unknown
Audio Capture,T1429,GolfSpy can record audio and phone calls. [25],Unknown
Audio Capture,T1429,HenBox can access the device’s microphone. [26],Unknown
Audio Capture,T1429,HilalRAT can activate a device’s microphone. [27],Unknown
Audio Capture,T1429,Hornbill can record environmental and call audio. [28],Unknown
Audio Capture,T1429,"LightSpy has captured environment audio, phone calls and Voice over IP (VoIP) calls. [29] [30] [31] [32] [33]",Unknown
Audio Capture,T1429,"Monokle can record audio from the device's microphone and can record phone calls, specifying the output audio quality. [34]",Unknown
Audio Capture,T1429,"During Operation Triangulation , the threat actors used a microphone-recording module. [35]",Unknown
Audio Capture,T1429,Pallas captures audio from the device microphone. [21],Unknown
Audio Capture,T1429,Pegasus for Android has the ability to record device audio. [36],Unknown
Audio Capture,T1429,Pegasus for iOS has the ability to record audio. [37],Unknown
Audio Capture,T1429,Phenakite can record phone calls. [38],Unknown
Audio Capture,T1429,RCSAndroid can record audio using the device microphone. [39],Unknown
Audio Capture,T1429,RedDrop captures live recordings of the device's surroundings. [40],Unknown
Audio Capture,T1429,Skygofree can record audio via the microphone when an infected device is in a specified location. [41],Unknown
Audio Capture,T1429,SpyC23 can record phone calls and audio. [42] [43] [44] [45] [46],Unknown
Audio Capture,T1429,SpyDealer can record phone calls and surrounding audio. [47],Unknown
Audio Capture,T1429,SpyNote RAT can activate the victim's microphone. [48],Unknown
Audio Capture,T1429,Stealth Mango can record audio using the device microphone. [49],Unknown
Audio Capture,T1429,Sunbird can record environmental and call audio. [28],Unknown
Audio Capture,T1429,Tangelo contains functionality to record calls as well as the victim device's environment. [49],Unknown
Audio Capture,T1429,TangleBot can record audio using the device microphone. [50],Unknown
Audio Capture,T1429,Tiktok Pro can capture audio from the device’s microphone and can record phone calls. [51],Unknown
Audio Capture,T1429,ViceLeaker can record audio from the device’s microphone and can record phone calls together with the caller ID. [52] [53],Unknown
Audio Capture,T1429,ViperRAT can collect and record audio content. [54],Unknown
Audio Capture,T1429,Windshift has included phone call and audio recording capabilities in the malicious apps deployed as part of Operation BULL and Operation ROCK. [55],Unknown
Audio Capture,T1429,WolfRAT can record call audio. [56],Unknown
Audio Capture,T1429,XLoader for Android covertly records phone calls. [57],Unknown
Audio Capture,T1429,"Android 9 and above restricts access to microphone, camera, and other sensors from background applications. [58]",Unknown
Audio Capture,T1429,"Users should be wary of granting applications dangerous or privacy-intrusive permissions, such as access to microphone or audio output.",Unknown
Audio Capture,T1429,Permissions Requests,Unknown
Audio Capture,T1429,System Settings,Unknown
Call Control,T1616,Android/SpyAgent can execute an automated phone call. [2],Unknown
Call Control,T1616,AndroRAT can make phone calls. [3],Unknown
Call Control,T1616,Anubis can make phone calls. [4],Unknown
Call Control,T1616,BRATA can hide incoming calls by setting ring volume to 0 and showing a blank screen overlay. [5],Unknown
Call Control,T1616,BusyGasper can open a hidden menu when a specific phone number is called from the infected device. [6],Unknown
Call Control,T1616,CarbonSteal can silently accept an incoming phone call. [7],Unknown
Call Control,T1616,Drinik can use the Android CallScreeningService to silently block incoming calls. [8],Unknown
Call Control,T1616,Escobar can initiate phone calls. [9],Unknown
Call Control,T1616,Fakecalls can intercept and imitate phone conversations by breaking the connection and displaying a fake call screen. It can also make outgoing calls and spoof incoming calls. [10],Unknown
Call Control,T1616,"Monokle can be controlled via phone call from a set of ""control phones."" [11]",Unknown
Call Control,T1616,SpyC23 can make phone calls. [12] [13],Unknown
Call Control,T1616,TangleBot can make and block phone calls. [14],Unknown
Call Control,T1616,"Users should be encouraged to be very careful with what applications they grant phone call-based permissions to. Further, users should not change their default call handler to applications they do not recognize.",Unknown
Call Control,T1616,System Notifications,Unknown
Call Control,T1616,System Settings,Unknown
Clipboard Data,T1414,BOULDSPY can collect clipboard data. [5],Unknown
Clipboard Data,T1414,GolfSpy can obtain clipboard contents. [6],Unknown
Clipboard Data,T1414,RCSAndroid can monitor clipboard content. [7],Unknown
Clipboard Data,T1414,XcodeGhost can read and write data in the user’s clipboard. [8],Unknown
Clipboard Data,T1414,Android 10 introduced changes to prevent applications from accessing clipboard data if they are not in the foreground or set as the device’s default IME. [3],Unknown
Clipboard Data,T1414,API Calls,Unknown
Data from Local System,T1533,AbstractEmu can collect files from or inspect the device’s filesystem. [1],Unknown
Data from Local System,T1533,"AhRat can find and exfiltrate files with certain extensions, such as .jpg, .mp4, .html, .docx, and .pdf. [2]",Unknown
Data from Local System,T1533,Anubis can exfiltrate files encrypted with the ransomware module from the device and can modify external storage. [3] [4],Unknown
Data from Local System,T1533,Binary Validator has searched for and has deleted the malicious iMessage attachment used in the initial access phase in various databases. [5],Unknown
Data from Local System,T1533,"BOULDSPY can access browser history and bookmarks, and can list all files and folders on the device. [6]",Unknown
Data from Local System,T1533,BRATA has collected account information from compromised devices. [7],Unknown
Data from Local System,T1533,BusyGasper can collect images stored on the device and browser history. [8],Unknown
Data from Local System,T1533,Chameleon can gather cookies and device logs. [9],Unknown
Data from Local System,T1533,CHEMISTGAMES can collect files from the filesystem and account information from Google Chrome. [10],Unknown
Data from Local System,T1533,Concipit1248 can collect device photos. [11],Unknown
Data from Local System,T1533,"Corona Updates can collect voice notes, device accounts, and gallery images. [11]",Unknown
Data from Local System,T1533,"Dendroid can collect the device’s photos, browser history, bookmarks, and accounts stored on the device. [12]",Unknown
Data from Local System,T1533,"Desert Scorpion can collect attacker-specified files, including files located on external storage. [13]",Unknown
Data from Local System,T1533,DoubleAgent has collected files from the infected device. [14],Unknown
Data from Local System,T1533,Drinik can request the READ_EXTERNAL_STORAGE and WRITE_EXTERNAL_STORAGE Android permissions. [15],Unknown
Data from Local System,T1533,"Escobar can collect sensitive information, such as Google Authenticator codes. [16]",Unknown
Data from Local System,T1533,eSurv can exfiltrate device pictures. [17],Unknown
Data from Local System,T1533,"Exodus Two can extract information on pictures from the Gallery, Chrome and SBrowser bookmarks, and the connected WiFi network's password. [18]",Unknown
Data from Local System,T1533,"Fakecalls can access and exfiltrate files, such as photos or video. [19]",Unknown
Data from Local System,T1533,FlexiSpy can monitor device photos and can also access browser history and bookmarks. [20],Unknown
Data from Local System,T1533,FrozenCell has retrieved device images for exfiltration. [21],Unknown
Data from Local System,T1533,Ginp can download device logs. [22],Unknown
Data from Local System,T1533,"Golden Cup can collect images, videos, and attacker-specified files. [23]",Unknown
Data from Local System,T1533,"GoldenEagle has retrieved .doc, .txt, .gif, .apk, .jpg, .png, .mp3, and .db files from external storage. [14]",Unknown
Data from Local System,T1533,"GolfSpy can collect local accounts on the device, pictures, bookmarks/histories of the default browser, and files stored on the SD card. GolfSpy can list image, audio, video, and other files stored on the device. GolfSpy can copy arbitrary files from the device. [24]",Unknown
Data from Local System,T1533,Gooligan steals authentication tokens that can be used to access data from multiple Google applications. [25],Unknown
Data from Local System,T1533,GPlayed can collect the user’s browser cookies. [26],Unknown
Data from Local System,T1533,Gustuff can capture files and photos from the compromised device. [27],Unknown
Data from Local System,T1533,"HenBox can steal data from various sources, including chat, communication, and social media apps. [28]",Unknown
Data from Local System,T1533,Hornbill can access images stored on external storage. [29],Unknown
Data from Local System,T1533,"INSOMNIA can collect application database files, including Gmail, Hangouts, device photos, and container directories of third-party apps. [30]",Unknown
